,Geographic area,Indicator,Sex,Series Name,Series Year,TIME_PERIOD,Unit of measure,STD_ERR,INTERVAL
202609,Kenya,Neonatal mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,1991-06,Deaths per 1000 live births,2.608378,5.0
202610,Kenya,Neonatal mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,1996-06,Deaths per 1000 live births,2.2736389999999997,5.0
202611,Kenya,Neonatal mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2001-06,Deaths per 1000 live births,1.7390990000000002,5.0
202612,Kenya,Neonatal mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2006-06,Deaths per 1000 live births,1.731843,5.0
202613,Kenya,Neonatal mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2011-06,Deaths per 1000 live births,1.5261120000000001,5.0
202614,Kenya,Neonatal mortality rate,Total,Demographic and Health Survey 2003 (Direct),2003,1980-06,Deaths per 1000 live births,6.198504,5.0
202615,Kenya,Neonatal mortality rate,Total,Demographic and Health Survey 2003 (Direct),2003,1985-06,Deaths per 1000 live births,4.002953,5.0
202616,Kenya,Neonatal mortality rate,Total,Demographic and Health Survey 2003 (Direct),2003,1990-06,Deaths per 1000 live births,2.934606,5.0
202617,Kenya,Neonatal mortality rate,Total,Demographic and Health Survey 2003 (Direct),2003,1995-06,Deaths per 1000 live births,3.263255,5.0
202618,Kenya,Neonatal mortality rate,Total,Demographic and Health Survey 2003 (Direct),2003,2000-06,Deaths per 1000 live births,3.0545400000000003,5.0
202619,Kenya,Neonatal mortality rate,Total,Demographic and Health Survey 1998 (Direct),1998,1975-06,Deaths per 1000 live births,5.521961,5.0
202620,Kenya,Neonatal mortality rate,Total,Demographic and Health Survey 1998 (Direct),1998,1980-06,Deaths per 1000 live births,3.4516989999999996,5.0
202621,Kenya,Neonatal mortality rate,Total,Demographic and Health Survey 1998 (Direct),1998,1985-06,Deaths per 1000 live births,3.3674839999999997,5.0
202622,Kenya,Neonatal mortality rate,Total,Demographic and Health Survey 1998 (Direct),1998,1990-06,Deaths per 1000 live births,2.4498290000000003,5.0
202623,Kenya,Neonatal mortality rate,Total,Demographic and Health Survey 1998 (Direct),1998,1995-06,Deaths per 1000 live births,2.977258,5.0
202624,Kenya,Neonatal mortality rate,Total,Demographic and Health Survey 1989 (Direct),1989,1965-06,Deaths per 1000 live births,4.107647,5.0
202625,Kenya,Neonatal mortality rate,Total,Demographic and Health Survey 1989 (Direct),1989,1970-06,Deaths per 1000 live births,3.520598,5.0
202626,Kenya,Neonatal mortality rate,Total,Demographic and Health Survey 1989 (Direct),1989,1975-06,Deaths per 1000 live births,3.152427,5.0
202627,Kenya,Neonatal mortality rate,Total,Demographic and Health Survey 1989 (Direct),1989,1980-06,Deaths per 1000 live births,2.394232,5.0
202628,Kenya,Neonatal mortality rate,Total,Demographic and Health Survey 1989 (Direct),1989,1985-06,Deaths per 1000 live births,2.325043,5.0
202629,Kenya,Neonatal mortality rate,Total,Demographic and Health Survey 1993 (Direct),1993,1970-06,Deaths per 1000 live births,6.8254649999999994,5.0
202630,Kenya,Neonatal mortality rate,Total,Demographic and Health Survey 1993 (Direct),1993,1975-06,Deaths per 1000 live births,4.609854,5.0
202631,Kenya,Neonatal mortality rate,Total,Demographic and Health Survey 1993 (Direct),1993,1980-06,Deaths per 1000 live births,3.738868,5.0
202632,Kenya,Neonatal mortality rate,Total,Demographic and Health Survey 1993 (Direct),1993,1985-06,Deaths per 1000 live births,2.89039,5.0
202633,Kenya,Neonatal mortality rate,Total,Demographic and Health Survey 1993 (Direct),1993,1990-06,Deaths per 1000 live births,2.425462,5.0
202634,Kenya,Neonatal mortality rate,Total,Demographic and Health Survey 2008-2009 (Direct),2008-2009,1985-06,Deaths per 1000 live births,5.98136,5.0
202635,Kenya,Neonatal mortality rate,Total,Demographic and Health Survey 2008-2009 (Direct),2008-2009,1990-06,Deaths per 1000 live births,5.492592,5.0
202636,Kenya,Neonatal mortality rate,Total,Demographic and Health Survey 2008-2009 (Direct),2008-2009,1995-06,Deaths per 1000 live births,3.81578,5.0
202637,Kenya,Neonatal mortality rate,Total,Demographic and Health Survey 2008-2009 (Direct),2008-2009,2000-06,Deaths per 1000 live births,4.707007,5.0
202638,Kenya,Neonatal mortality rate,Total,Demographic and Health Survey 2008-2009 (Direct),2008-2009,2005-06,Deaths per 1000 live births,3.992228,5.0
202639,Kenya,Neonatal mortality rate,Total,World Fertility Survey 1977-1978 (Direct),1977-1978,1954-06,Deaths per 1000 live births,5.17,5.0
202640,Kenya,Neonatal mortality rate,Total,World Fertility Survey 1977-1978 (Direct),1977-1978,1959-06,Deaths per 1000 live births,5.51,5.0
202641,Kenya,Neonatal mortality rate,Total,World Fertility Survey 1977-1978 (Direct),1977-1978,1964-06,Deaths per 1000 live births,3.23,5.0
202642,Kenya,Neonatal mortality rate,Total,World Fertility Survey 1977-1978 (Direct),1977-1978,1969-06,Deaths per 1000 live births,3.03,5.0
202643,Kenya,Neonatal mortality rate,Total,World Fertility Survey 1977-1978 (Direct),1977-1978,1974-06,Deaths per 1000 live births,3.03,5.0
202644,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1954-06,Deaths per 1000 live births,,1.0
202645,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1955-06,Deaths per 1000 live births,,1.0
202646,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1956-06,Deaths per 1000 live births,,1.0
202647,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1957-06,Deaths per 1000 live births,,1.0
202648,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1958-06,Deaths per 1000 live births,,1.0
202649,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1959-06,Deaths per 1000 live births,,1.0
202650,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1960-06,Deaths per 1000 live births,,1.0
202651,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1961-06,Deaths per 1000 live births,,1.0
202652,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1962-06,Deaths per 1000 live births,,1.0
202653,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1963-06,Deaths per 1000 live births,,1.0
202654,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1964-06,Deaths per 1000 live births,,1.0
202655,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1965-06,Deaths per 1000 live births,,1.0
202656,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1966-06,Deaths per 1000 live births,,1.0
202657,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1967-06,Deaths per 1000 live births,,1.0
202658,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1968-06,Deaths per 1000 live births,,1.0
202659,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1969-06,Deaths per 1000 live births,,1.0
202660,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1970-06,Deaths per 1000 live births,,1.0
202661,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1971-06,Deaths per 1000 live births,,1.0
202662,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1972-06,Deaths per 1000 live births,,1.0
202663,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1973-06,Deaths per 1000 live births,,1.0
202664,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1974-06,Deaths per 1000 live births,,1.0
202665,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1975-06,Deaths per 1000 live births,,1.0
202666,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1976-06,Deaths per 1000 live births,,1.0
202667,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1977-06,Deaths per 1000 live births,,1.0
202668,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1978-06,Deaths per 1000 live births,,1.0
202669,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1979-06,Deaths per 1000 live births,,1.0
202670,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1980-06,Deaths per 1000 live births,,1.0
202671,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1981-06,Deaths per 1000 live births,,1.0
202672,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1982-06,Deaths per 1000 live births,,1.0
202673,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1983-06,Deaths per 1000 live births,,1.0
202674,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1984-06,Deaths per 1000 live births,,1.0
202675,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1985-06,Deaths per 1000 live births,,1.0
202676,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1986-06,Deaths per 1000 live births,,1.0
202677,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1987-06,Deaths per 1000 live births,,1.0
202678,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1988-06,Deaths per 1000 live births,,1.0
202679,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1989-06,Deaths per 1000 live births,,1.0
202680,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1990-06,Deaths per 1000 live births,,1.0
202681,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1991-06,Deaths per 1000 live births,,1.0
202682,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1992-06,Deaths per 1000 live births,,1.0
202683,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1993-06,Deaths per 1000 live births,,1.0
202684,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1994-06,Deaths per 1000 live births,,1.0
202685,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1995-06,Deaths per 1000 live births,,1.0
202686,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1996-06,Deaths per 1000 live births,,1.0
202687,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1997-06,Deaths per 1000 live births,,1.0
202688,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1998-06,Deaths per 1000 live births,,1.0
202689,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,1999-06,Deaths per 1000 live births,,1.0
202690,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,2000-06,Deaths per 1000 live births,,1.0
202691,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,2001-06,Deaths per 1000 live births,,1.0
202692,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,2002-06,Deaths per 1000 live births,,1.0
202693,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,2003-06,Deaths per 1000 live births,,1.0
202694,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,2004-06,Deaths per 1000 live births,,1.0
202695,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,2005-06,Deaths per 1000 live births,,1.0
202696,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,2006-06,Deaths per 1000 live births,,1.0
202697,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,2007-06,Deaths per 1000 live births,,1.0
202698,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,2008-06,Deaths per 1000 live births,,1.0
202699,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,2009-06,Deaths per 1000 live births,,1.0
202700,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,2010-06,Deaths per 1000 live births,,1.0
202701,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,2011-06,Deaths per 1000 live births,,1.0
202702,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,2012-06,Deaths per 1000 live births,,1.0
202703,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,2013-06,Deaths per 1000 live births,,1.0
202704,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,2014-06,Deaths per 1000 live births,,1.0
202705,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,2015-06,Deaths per 1000 live births,,1.0
202706,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,2016-06,Deaths per 1000 live births,,1.0
202707,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,2017-06,Deaths per 1000 live births,,1.0
202708,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,2018-06,Deaths per 1000 live births,,1.0
202709,Kenya,Neonatal mortality rate,Total,UN IGME estimate,2020,2019-06,Deaths per 1000 live births,,1.0
202710,Kenya,Infant mortality rate,Female,Demographic and Health Survey 2014 (Direct),2014,1991-06,Deaths per 1000 live births,5.671433,5.0
202711,Kenya,Infant mortality rate,Female,Demographic and Health Survey 2014 (Direct),2014,1996-06,Deaths per 1000 live births,4.314758,5.0
202712,Kenya,Infant mortality rate,Female,Demographic and Health Survey 2014 (Direct),2014,2001-06,Deaths per 1000 live births,3.58092,5.0
202713,Kenya,Infant mortality rate,Female,Demographic and Health Survey 2014 (Direct),2014,2006-06,Deaths per 1000 live births,2.683811,5.0
202714,Kenya,Infant mortality rate,Female,Demographic and Health Survey 2014 (Direct),2014,2011-06,Deaths per 1000 live births,2.853122,5.0
202715,Kenya,Infant mortality rate,Female,Demographic and Health Survey 2003 (Direct),2003,1980-06,Deaths per 1000 live births,11.78,5.0
202716,Kenya,Infant mortality rate,Female,Demographic and Health Survey 2003 (Direct),2003,1985-06,Deaths per 1000 live births,7.78,5.0
202717,Kenya,Infant mortality rate,Female,Demographic and Health Survey 2003 (Direct),2003,1990-06,Deaths per 1000 live births,7.77,5.0
202718,Kenya,Infant mortality rate,Female,Demographic and Health Survey 2003 (Direct),2003,1995-06,Deaths per 1000 live births,5.68,5.0
202719,Kenya,Infant mortality rate,Female,Demographic and Health Survey 2003 (Direct),2003,2000-06,Deaths per 1000 live births,5.63,5.0
202720,Kenya,Infant mortality rate,Female,Demographic and Health Survey 1998 (Direct),1998,1975-06,Deaths per 1000 live births,10.16,5.0
202721,Kenya,Infant mortality rate,Female,Demographic and Health Survey 1998 (Direct),1998,1980-06,Deaths per 1000 live births,6.09,5.0
202722,Kenya,Infant mortality rate,Female,Demographic and Health Survey 1998 (Direct),1998,1985-06,Deaths per 1000 live births,6.26,5.0
202723,Kenya,Infant mortality rate,Female,Demographic and Health Survey 1998 (Direct),1998,1990-06,Deaths per 1000 live births,5.08,5.0
202724,Kenya,Infant mortality rate,Female,Demographic and Health Survey 1998 (Direct),1998,1995-06,Deaths per 1000 live births,6.34,5.0
202725,Kenya,Infant mortality rate,Female,Demographic and Health Survey 1989 (Direct),1989,1965-06,Deaths per 1000 live births,13.2,5.0
202726,Kenya,Infant mortality rate,Female,Demographic and Health Survey 1989 (Direct),1989,1970-06,Deaths per 1000 live births,7.48,5.0
202727,Kenya,Infant mortality rate,Female,Demographic and Health Survey 1989 (Direct),1989,1975-06,Deaths per 1000 live births,7.4,5.0
202728,Kenya,Infant mortality rate,Female,Demographic and Health Survey 1989 (Direct),1989,1980-06,Deaths per 1000 live births,6.49,5.0
202729,Kenya,Infant mortality rate,Female,Demographic and Health Survey 1989 (Direct),1989,1985-06,Deaths per 1000 live births,4.36,5.0
202730,Kenya,Infant mortality rate,Female,Demographic and Health Survey 1993 (Direct),1993,1970-06,Deaths per 1000 live births,12.81,5.0
202731,Kenya,Infant mortality rate,Female,Demographic and Health Survey 1993 (Direct),1993,1975-06,Deaths per 1000 live births,8.33,5.0
202732,Kenya,Infant mortality rate,Female,Demographic and Health Survey 1993 (Direct),1993,1980-06,Deaths per 1000 live births,5.49,5.0
202733,Kenya,Infant mortality rate,Female,Demographic and Health Survey 1993 (Direct),1993,1985-06,Deaths per 1000 live births,4.59,5.0
202734,Kenya,Infant mortality rate,Female,Demographic and Health Survey 1993 (Direct),1993,1990-06,Deaths per 1000 live births,5.21,5.0
202735,Kenya,Infant mortality rate,Female,Demographic and Health Survey 2008-2009 (Direct),2008-2009,1985-06,Deaths per 1000 live births,10.42,5.0
202736,Kenya,Infant mortality rate,Female,Demographic and Health Survey 2008-2009 (Direct),2008-2009,1990-06,Deaths per 1000 live births,9.36,5.0
202737,Kenya,Infant mortality rate,Female,Demographic and Health Survey 2008-2009 (Direct),2008-2009,1995-06,Deaths per 1000 live births,8.99,5.0
202738,Kenya,Infant mortality rate,Female,Demographic and Health Survey 2008-2009 (Direct),2008-2009,2000-06,Deaths per 1000 live births,10.27,5.0
202739,Kenya,Infant mortality rate,Female,Demographic and Health Survey 2008-2009 (Direct),2008-2009,2005-06,Deaths per 1000 live births,7.55,5.0
202740,Kenya,Infant mortality rate,Female,World Fertility Survey 1977-1978 (Direct),1977-1978,1954-06,Deaths per 1000 live births,13.596979999999999,5.0
202741,Kenya,Infant mortality rate,Female,World Fertility Survey 1977-1978 (Direct),1977-1978,1959-06,Deaths per 1000 live births,12.57824,5.0
202742,Kenya,Infant mortality rate,Female,World Fertility Survey 1977-1978 (Direct),1977-1978,1964-06,Deaths per 1000 live births,7.773236,5.0
202743,Kenya,Infant mortality rate,Female,World Fertility Survey 1977-1978 (Direct),1977-1978,1969-06,Deaths per 1000 live births,7.376411999999999,5.0
202744,Kenya,Infant mortality rate,Female,World Fertility Survey 1977-1978 (Direct),1977-1978,1974-06,Deaths per 1000 live births,5.8798,5.0
202745,Kenya,Infant mortality rate,Female,Census 1989 (Indirect),1989,1975-03,Deaths per 1000 live births,,
202746,Kenya,Infant mortality rate,Female,Census 1989 (Indirect),1989,1978-02,Deaths per 1000 live births,,
202747,Kenya,Infant mortality rate,Female,Census 1989 (Indirect),1989,1980-09,Deaths per 1000 live births,,
202748,Kenya,Infant mortality rate,Female,Census 1989 (Indirect),1989,1983-02,Deaths per 1000 live births,,
202749,Kenya,Infant mortality rate,Female,Census 1989 (Indirect),1989,1985-03,Deaths per 1000 live births,,
202750,Kenya,Infant mortality rate,Female,Census 1989 (Indirect),1989,1987-02,Deaths per 1000 live births,,
202751,Kenya,Infant mortality rate,Female,Census 1999 (Indirect),1999,1985-04,Deaths per 1000 live births,,
202752,Kenya,Infant mortality rate,Female,Census 1999 (Indirect),1999,1988-02,Deaths per 1000 live births,,
202753,Kenya,Infant mortality rate,Female,Census 1999 (Indirect),1999,1990-09,Deaths per 1000 live births,,
202754,Kenya,Infant mortality rate,Female,Census 1999 (Indirect),1999,1993-01,Deaths per 1000 live births,,
202755,Kenya,Infant mortality rate,Female,Census 1999 (Indirect),1999,1995-03,Deaths per 1000 live births,,
202756,Kenya,Infant mortality rate,Female,Census 1999 (Indirect),1999,1997-01,Deaths per 1000 live births,,
202757,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1952-06,Deaths per 1000 live births,,1.0
202758,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1953-06,Deaths per 1000 live births,,1.0
202759,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1954-06,Deaths per 1000 live births,,1.0
202760,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1955-06,Deaths per 1000 live births,,1.0
202761,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1956-06,Deaths per 1000 live births,,1.0
202762,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1957-06,Deaths per 1000 live births,,1.0
202763,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1958-06,Deaths per 1000 live births,,1.0
202764,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1959-06,Deaths per 1000 live births,,1.0
202765,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1960-06,Deaths per 1000 live births,,1.0
202766,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1961-06,Deaths per 1000 live births,,1.0
202767,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1962-06,Deaths per 1000 live births,,1.0
202768,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1963-06,Deaths per 1000 live births,,1.0
202769,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1964-06,Deaths per 1000 live births,,1.0
202770,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1965-06,Deaths per 1000 live births,,1.0
202771,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1966-06,Deaths per 1000 live births,,1.0
202772,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1967-06,Deaths per 1000 live births,,1.0
202773,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1968-06,Deaths per 1000 live births,,1.0
202774,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1969-06,Deaths per 1000 live births,,1.0
202775,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1970-06,Deaths per 1000 live births,,1.0
202776,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1971-06,Deaths per 1000 live births,,1.0
202777,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1972-06,Deaths per 1000 live births,,1.0
202778,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1973-06,Deaths per 1000 live births,,1.0
202779,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1974-06,Deaths per 1000 live births,,1.0
202780,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1975-06,Deaths per 1000 live births,,1.0
202781,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1976-06,Deaths per 1000 live births,,1.0
202782,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1977-06,Deaths per 1000 live births,,1.0
202783,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1978-06,Deaths per 1000 live births,,1.0
202784,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1979-06,Deaths per 1000 live births,,1.0
202785,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1980-06,Deaths per 1000 live births,,1.0
202786,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1981-06,Deaths per 1000 live births,,1.0
202787,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1982-06,Deaths per 1000 live births,,1.0
202788,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1983-06,Deaths per 1000 live births,,1.0
202789,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1984-06,Deaths per 1000 live births,,1.0
202790,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1985-06,Deaths per 1000 live births,,1.0
202791,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1986-06,Deaths per 1000 live births,,1.0
202792,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1987-06,Deaths per 1000 live births,,1.0
202793,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1988-06,Deaths per 1000 live births,,1.0
202794,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1989-06,Deaths per 1000 live births,,1.0
202795,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1990-06,Deaths per 1000 live births,,1.0
202796,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1991-06,Deaths per 1000 live births,,1.0
202797,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1992-06,Deaths per 1000 live births,,1.0
202798,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1993-06,Deaths per 1000 live births,,1.0
202799,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1994-06,Deaths per 1000 live births,,1.0
202800,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1995-06,Deaths per 1000 live births,,1.0
202801,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1996-06,Deaths per 1000 live births,,1.0
202802,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1997-06,Deaths per 1000 live births,,1.0
202803,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1998-06,Deaths per 1000 live births,,1.0
202804,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,1999-06,Deaths per 1000 live births,,1.0
202805,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,2000-06,Deaths per 1000 live births,,1.0
202806,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,2001-06,Deaths per 1000 live births,,1.0
202807,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,2002-06,Deaths per 1000 live births,,1.0
202808,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,2003-06,Deaths per 1000 live births,,1.0
202809,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,2004-06,Deaths per 1000 live births,,1.0
202810,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,2005-06,Deaths per 1000 live births,,1.0
202811,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,2006-06,Deaths per 1000 live births,,1.0
202812,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,2007-06,Deaths per 1000 live births,,1.0
202813,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,2008-06,Deaths per 1000 live births,,1.0
202814,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,2009-06,Deaths per 1000 live births,,1.0
202815,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,2010-06,Deaths per 1000 live births,,1.0
202816,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,2011-06,Deaths per 1000 live births,,1.0
202817,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,2012-06,Deaths per 1000 live births,,1.0
202818,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,2013-06,Deaths per 1000 live births,,1.0
202819,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,2014-06,Deaths per 1000 live births,,1.0
202820,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,2015-06,Deaths per 1000 live births,,1.0
202821,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,2016-06,Deaths per 1000 live births,,1.0
202822,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,2017-06,Deaths per 1000 live births,,1.0
202823,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,2018-06,Deaths per 1000 live births,,1.0
202824,Kenya,Infant mortality rate,Female,UN IGME estimate,2020,2019-06,Deaths per 1000 live births,,1.0
202825,Kenya,Infant mortality rate,Male,Demographic and Health Survey 2014 (Direct),2014,1991-06,Deaths per 1000 live births,6.130091,5.0
202826,Kenya,Infant mortality rate,Male,Demographic and Health Survey 2014 (Direct),2014,1996-06,Deaths per 1000 live births,4.5297220000000005,5.0
202827,Kenya,Infant mortality rate,Male,Demographic and Health Survey 2014 (Direct),2014,2001-06,Deaths per 1000 live births,3.264735,5.0
202828,Kenya,Infant mortality rate,Male,Demographic and Health Survey 2014 (Direct),2014,2006-06,Deaths per 1000 live births,3.447718,5.0
202829,Kenya,Infant mortality rate,Male,Demographic and Health Survey 2014 (Direct),2014,2011-06,Deaths per 1000 live births,2.6969060000000002,5.0
202830,Kenya,Infant mortality rate,Male,Demographic and Health Survey 2003 (Direct),2003,1980-06,Deaths per 1000 live births,10.23,5.0
202831,Kenya,Infant mortality rate,Male,Demographic and Health Survey 2003 (Direct),2003,1985-06,Deaths per 1000 live births,8.06,5.0
202832,Kenya,Infant mortality rate,Male,Demographic and Health Survey 2003 (Direct),2003,1990-06,Deaths per 1000 live births,7.0,5.0
202833,Kenya,Infant mortality rate,Male,Demographic and Health Survey 2003 (Direct),2003,1995-06,Deaths per 1000 live births,6.0,5.0
202834,Kenya,Infant mortality rate,Male,Demographic and Health Survey 2003 (Direct),2003,2000-06,Deaths per 1000 live births,6.98,5.0
202835,Kenya,Infant mortality rate,Male,Demographic and Health Survey 1998 (Direct),1998,1975-06,Deaths per 1000 live births,11.03,5.0
202836,Kenya,Infant mortality rate,Male,Demographic and Health Survey 1998 (Direct),1998,1980-06,Deaths per 1000 live births,7.47,5.0
202837,Kenya,Infant mortality rate,Male,Demographic and Health Survey 1998 (Direct),1998,1985-06,Deaths per 1000 live births,7.05,5.0
202838,Kenya,Infant mortality rate,Male,Demographic and Health Survey 1998 (Direct),1998,1990-06,Deaths per 1000 live births,5.58,5.0
